CGid,coef
cg01846532,-0.137163732
cg02766818,0.330954773
cg27698932,-0.109354376
cg24707133,-0.058603395
cg19719499,0.068618538
cg21132526,0.036681333
cg27507315,-0.177939565
cg05704605,0.448091842
cg18963985,-1.121128425
cg16554811,0.058233331
cg15855274,0.016753779
cg15702573,-0.006734195
cg21815434,0.107073217
cg00650422,0.148391343
cg17369088,-0.071507012
cg25055739,-0.005081568
cg21602520,-0.006300446
cg22416332,-0.343624744
cg07292994,-0.213066626
cg21673805,-0.088464834
cg09809672,-0.299948654
cg12338698,-0.429965158
cg09984378,-0.17529134
cg19368807,-0.003501837
cg26589497,-0.084441888
cg07373156,-0.010921079
cg05039938,-0.11980594
cg06997801,0.879050117
cg07172031,-0.139393158
cg07564343,-0.059142465
cg07932605,0.003474129
cg08651129,-0.210809633
cg11677981,0.151532645
cg13589316,-0.116098346
cg14361875,-0.078773803
cg10810311,-0.002959966
cg10916192,-0.006764545
cg10930156,0.667346607
cg11214667,-0.044423093
cg11407867,-0.685978061
cg16286672,-0.012404138
cg16367356,-0.01141503
cg16636772,-0.002580468
cg16745091,0.258721628
cg16981766,0.009542793
cg16376499,-0.561652137
cg16624401,-0.160348286
cg11438204,0.648551985
cg11516694,-0.298006473
cg11864223,-0.102898692
cg12307242,0.154614602
cg12685265,0.716542527
cg12981876,-0.03612098
cg13188467,-5.22e-05
cg14397160,0.089876334
cg14728312,0.012684066
cg05111574,-0.048398641
cg06799948,0.488363422
cg12642246,0.10851454
cg13916600,0.205651803
cg15182157,-0.0441715
cg26869371,-0.001102866
cg01938132,-0.05659672
cg03247467,-0.078234496
cg09360996,-0.26521743
cg26294431,0.022414867
cg26363341,0.17555226
cg26736130,-0.012583717
cg02963786,-0.194348322
cg18535797,0.057663626
cg19414994,0.006338182
cg20221627,-0.067873466
cg14412072,-0.028105971
cg15810562,-0.276014296
cg17041137,-0.01845432
cg17356452,0.0419814
cg26581729,-0.137446366
cg14517144,0.438544955
cg15597031,0.119983765
cg15686078,-0.247259164
cg26102159,-0.429682733
cg26120306,-0.15108904
cg00467357,-0.082605168
cg23778391,-0.301420662
cg24148137,-0.012365809
cg06156376,0.096003595
cg20635820,0.184078903
cg23128382,-0.264275205
cg24653269,-0.164032107
cg18169540,0.047918741
cg11254527,0.080294523
cg11672180,0.069421699
cg26014931,0.068547681
cg26081366,-0.105373044
cg26234822,-0.383495252
cg26472530,0.11617635
cg26659116,-0.077821475
cg26879535,-0.01279414
cg26885075,-0.074328327
cg11217865,-0.022450289
cg11327514,-0.340900203
cg12394655,-0.087890496
cg13242392,-1.922703333
cg06828322,-0.002139529
cg07069838,0.009522883
cg07081182,0.080141341
cg07265990,0.261674048
cg04204168,-0.101054197
cg04366185,0.072901306
cg05544360,0.001153611
cg07056567,-0.116985631
cg07323940,-0.196453095
cg08074329,0.728638707
cg08570512,-0.000441086
cg09108310,-0.4180349
cg09784081,-0.011106595
cg10042482,-0.010240392
cg12156848,0.412370274
cg13301933,-0.013827971
cg13953571,0.334016111
cg15296094,0.013429598
cg16697952,0.639392112
cg03820088,0.043114282
cg02456804,0.379270187
cg02681015,-0.072556891
cg02800363,-0.50807175
cg03420509,-0.193894137
cg03521797,-0.439122589
cg09557545,-0.019032012
cg07774376,-0.024341389
cg07881279,-0.110240832
cg08040307,0.435126202
cg01797373,-0.002763532
cg02287493,0.001090366
cg04103301,-0.109385079
cg08446005,0.145241615
cg10381180,-0.081508838
cg21102110,0.025268633
cg21180487,0.037041212
cg21197642,0.00383795
cg21278764,-0.194210869
cg00454305,-0.031355827
cg00871371,-0.017405551
cg16925789,-0.033470309
cg18094982,0.148648511
cg18679961,-0.000740747
cg18743610,-0.042379031
cg19195912,-0.128597244
cg19271316,0.025367206
cg19584582,-0.517290376
cg20059238,-0.047394038
cg20391664,0.024519998
cg20621276,-0.054805639
cg21621248,-0.076526559
cg01137681,0.132885563
cg21246299,-0.079645143
cg21839725,0.079802694
cg23567910,0.257780999
cg24080303,-0.104404456
cg16816020,-0.041985123
cg16960327,0.056635544
cg17267107,0.267156793
cg22354333,-0.749796974
cg22409694,0.039017227
cg23287176,0.047252686
cg23405931,0.003635825
cg23692250,-0.08995358
cg22703759,-0.032958282
cg22943590,-0.281073482
cg09642734,-0.065665659
cg25072946,0.045744044
cg25172570,-0.364442137
cg03942000,0.426064339
cg04111974,-0.352350902
cg24787338,0.044447569
cg25430489,0.061027989
cg26476447,-0.279794003
cg26957053,0.022360153
cg01153166,0.080613126
cg23423329,-0.184100493
cg23687194,0.034758899
cg25699407,0.153052203
cg06147321,0.018687956
cg00258262,0.06468161
cg00493843,0.118059695
cg00694357,-0.93733952
cg00935831,0.180607573
cg01169686,-0.045590413
cg01648457,-0.153026387
cg02034779,0.030145638
cg02172466,0.026334358
cg02270238,-0.019930954
cg14472711,-0.058681895
cg15408728,-0.202424702
cg20100200,0.255807282
cg20422755,-0.043115039
cg20896439,-0.401476283
cg00096922,-0.006462243
cg00195533,-0.087343274
cg00399596,-0.735606071
cg01053290,-0.132896022
cg22146484,-0.63973459
cg05207134,0.390179413
cg06721379,-0.003631745
cg07332354,0.041508527
cg23274273,-0.063091964
cg10711876,-0.022726787
cg16701192,-0.384000583
cg16848740,0.048442105
cg17455697,-0.07262777
cg18691948,0.093556876
cg19111172,-0.080646823
cg19296935,0.283938189
cg19319735,0.167872735
cg20726505,-0.217732599
cg22454306,-0.275497034
cg16986738,-0.044528166
cg17116410,0.08782829
cg25326872,-0.072806719
cg25906744,0.171057951
cg26748472,-0.036223335
cg27035369,-0.074648754
cg27069680,-0.140807518
cg27208859,0.012632306
cg07978738,-0.072963527
cg02007453,-0.042590582
cg02177464,0.330015992
cg02471195,0.108796337
cg03588035,-0.253244622
cg01038105,-0.186933701
cg09061197,0.103388119
cg10609096,0.748360399
cg10710448,-0.177457728
cg11997199,-0.174165582
cg12945551,-0.00047052
cg13182287,-0.182675068
cg13884903,-0.0111276
cg14299268,0.150762381
cg15471501,0.29187077
cg18188156,-0.084773865
cg18851565,0.114777653
cg24393114,0.083142242
cg26062663,-0.054096784
cg27299745,-0.019781065
cg00114412,-0.060647394
cg00975350,-0.092865276
cg01566077,-1.113568192
cg07800922,0.111209508
cg09200783,0.725379251
cg10707234,-0.094207089
cg11275232,0.635985703
cg11690941,0.029482721
cg16582309,0.107875858
cg12648670,-0.001721575
cg13959241,-0.000364898
cg10487127,0.122723023
cg10792727,-1.386874108
cg05901294,-0.14966904
cg07459759,-0.009181295
cg18502834,-0.171486825
cg18635807,-0.039737146
cg19691778,-0.012920182
cg13802785,0.002726465
cg14023941,-0.136016046
cg15340018,0.264567728
cg05916870,-0.07561004
cg08522676,-0.032349036
cg09008979,-0.002942116
cg09010707,-0.011350495
cg10278760,-0.335861243
cg14701342,0.077908984
cg09939922,-0.042197017
cg10128645,0.006041457
cg10426441,0.007289339
cg11108049,-0.024114775
cg15600660,-0.10756761
cg06807725,0.014084636
cg07071132,0.117906669
cg04902782,-4.82e-05
cg09716123,-0.006024135
cg11124915,0.048435238
cg11742933,-0.362812432
cg12591580,0.295839801
cg08375909,-0.030372929
cg09462662,-0.015136679
cg10677704,-0.627960421
cg24597392,0.261008913
cg17905888,-0.19592542
cg18419637,-0.451312862
cg18433728,-0.374013641
cg19707231,-0.092232763
cg19719141,7.55e-06
cg03320248,0.08862498
cg02968236,-0.143674636
cg02322553,-0.044122312
cg04725401,0.165054018
cg05052242,0.022114964
cg05401971,0.951121379
cg06059859,-0.290504721
cg17718834,0.066655416
cg18481180,-0.145891777
cg18543660,0.00997077
cg19291010,-0.347719188
cg19411464,-0.004233437
cg00296110,-0.178103835
cg00422680,-0.001260052
cg13153497,-0.060454359
cg14116948,-0.031352523
cg14360110,0.250060265
cg14794469,-0.028079475
cg07900685,0.048824927
cg08396875,-0.139144333
cg27052685,-0.046864041
cg27435767,-0.098367103
cg25530799,0.001232845
cg15301611,0.038017238
cg17783618,0.068498767
cg17820491,-0.085017091
cg18918349,-0.350811425
cg19109204,-0.262151629
cg19323953,0.099599113
cg21351544,0.453299203
cg19051359,0.107015183
cg10801485,0.188971473
cg11355954,0.17845333
cg11458204,0.011371505
cg12818872,0.550764025
cg08026739,-0.024783201
cg08160490,-0.063817555
cg08538268,0.398301317
cg09009312,-0.030226717
cg10013179,-0.061485976
cg10439738,0.09893867
cg25073174,0.002404314
cg25468783,0.403062633
cg25960060,-0.156249994
cg26154615,0.028267114
cg26420776,0.100836212
cg26512254,2.638299422
cg26973693,0.193605553
cg02040024,0.3319775
cg02273345,-0.094024291
cg03513784,-0.015031399
cg09176584,0.01672638
cg09453226,0.011240456
cg11215098,0.234182825
cg11610869,0.101493014
cg11948733,-0.250775578
cg19663246,-0.237630503
cg07499079,0.061774617
cg08849105,-0.084105504
cg09482204,-0.171227843
cg10324939,0.000381435
cg11803466,-0.591410288
cg13608832,-0.207064319
cg01712842,0.396278993
cg14991111,0.504276666
cg11488183,-0.237432875
cg11541320,-0.135749846
cg12314723,-0.16620323
cg13935553,-0.058574935
cg14237002,-0.622681038
cg06158983,0.153012833
cg14676280,-0.085346039
cg14738500,0.079154474
cg14988489,-0.06796279
cg15444935,-0.019042973
cg16390944,0.777365974
cg16545804,0.000957502
cg22067905,0.465575031
cg22100382,0.038778668
cg22267613,-0.254160748
cg24713486,-0.013519039
cg24856447,-0.044223318
cg25034090,-0.198809703
cg25943666,0.238903185
cg26653463,-0.088647689
cg01409964,0.214952074
cg23207462,-0.428984257
cg23627331,0.068874785
cg24488281,-0.135394455
cg25118671,-0.000366098
cg26709300,-0.250809378
cg26922708,0.000730594
cg01309159,-0.115502335
cg04533279,-0.149080119
cg05261703,-0.160870435
cg12421693,0.06586464
cg12425327,0.163519366
cg04787747,0.395064496
cg08909367,0.080621474
cg11417778,0.53508254
cg01061575,0.225290178
cg01594275,0.902701811
cg02042055,-0.015263782
cg01063757,-0.065475822
cg01429475,0.713265653
cg01990759,-0.020936714
cg21871906,-0.100297555
cg22057106,-0.21001078
cg06250511,0.030755572
cg06878766,0.72576751
cg04368876,0.199793841
cg04706544,0.133010484
cg05801021,0.079315246
cg06571003,-0.459966935
cg24952195,0.388654918
cg27208811,-0.0038953
cg18024395,-0.496418442
cg05736341,0.082337273
cg05844902,-0.184806277
cg00817637,-0.102153608
cg00900456,-0.196112022
cg01036016,0.043625568
cg03225070,-0.035954055
cg03225697,-0.033915032
cg03856216,-0.018486658
cg04363039,0.042482335
cg04998737,0.77652788
cg02532525,0.645200864
cg02909927,-0.090581062
cg05474883,1.463495247
cg05584618,0.077621693
cg06679388,-0.096788269
cg06679868,-0.485470728
cg16391501,0.092342034
cg17357006,0.252350511
cg18974733,-0.002108245
cg19090691,-0.229115434
cg19275555,0.032906195
cg19425332,-0.08828666
cg25651791,-0.044638282
cg25905455,-0.199590221
cg26616379,-1.074544955
cg26920416,0.150984652
cg11252613,0.005653898
cg22234802,-0.344161736
cg23089474,0.57092582
cg22866580,-0.002187559
cg23053149,-0.288810608
cg24924928,0.08172459
cg24975211,-0.127923574
cg26072749,-0.141077514
cg26598122,-0.097926748
cg27294582,-0.022834228
cg27430422,0.503727168
cg27492942,-0.118860911
cg01352789,-0.110863183
cg01450059,-0.102338504
cg02184281,-0.024118013
cg27547112,0.087689373
cg01301326,-0.063319619
cg25410683,-0.052597306
cg01631669,-0.312270186
cg02376954,-0.625658462
cg02753151,0.070525764
cg20424997,0.731503702
cg23869573,-0.072702424
cg05817746,-0.006455397
cg05866252,-0.187102817
cg06004718,-0.209343459
cg06244551,-0.079194018
cg06392591,-0.021838112
cg06413694,-0.05055116
cg06607996,-0.351765383
cg15254020,0.027928649
cg16571746,0.04790418
cg16764258,0.000148929
cg17437489,-0.363203186
cg17516812,-0.074905312
cg04707251,-0.243036498
cg05243338,-0.156998923
cg05322294,-0.006753101
cg05359706,0.000826214
cg05535461,0.159065181
cg08402704,0.144376177
cg25139325,-0.469892649
cg25278124,0.242845815
cg25323457,-0.038107517
cg25687751,-0.643612656
cg21633990,0.031235546
cg01772613,0.181563521
cg03163184,0.027285849
cg27228973,-0.071520127
cg27245416,0.003333606
cg02553441,-0.017165325
cg00587168,0.014934192
cg00643485,0.2041363
cg01571965,0.060989714
cg00489428,0.451606302
cg01209550,-0.006643228
cg01293647,-0.090441516
cg11642756,-0.056704496
cg14443903,-0.005264774
cg14919591,-0.885338833
cg15237969,-0.051187636
cg15253243,0.241310633
cg19296119,-0.030187804
cg21883915,0.271452209
cg24504442,0.762227834
cg24866378,-0.246370936
cg25381383,0.033765255
cg25771548,-0.017574131
cg21907062,0.340355424
cg02553697,0.004054561
cg02658193,0.078476331
cg02783173,0.160911595
cg02953590,0.246125906
cg04577801,-0.052730603
cg12713245,-0.128752436
cg13058338,0.204865934
cg21086539,-0.138375644
cg22144210,0.093936868
cg22825729,-0.280353901
cg23059642,0.578902175
cg23126309,0.007334863
cg23510032,-0.127953179
cg24024857,-0.150887265
cg24638399,0.016383802
cg15701287,-0.030447681
cg17114460,0.321622952
cg17417202,0.037063532
cg17542246,-0.130667192
cg17554167,0.098616125
cg17942396,-0.024172757
cg18223258,-0.325534132
cg18281552,-0.194942786
cg18814344,-0.051187126
cg19683912,0.032065825
cg20432508,0.372522727
cg20453574,-0.024023174
cg20945212,9.88e-05
cg21482536,-0.005529324
cg23320654,0.044461028
cg05844937,0.162402096
cg06472065,-0.076421703
cg07476673,0.257431391
cg22188876,-0.149965548
cg12382554,-0.184887548
cg12813831,0.027144764
cg07388493,-0.08473807
cg18349747,0.227616723
cg04996684,0.186591247
cg10945667,-0.400708539
cg13294690,-0.071546091
cg13943045,-0.055736719
cg15425194,0.181848899
cg07014363,0.110807787
cg07987507,0.054781106
cg05456580,0.043446044
cg18987683,-0.056409712
cg19054310,-0.116011627
cg07875786,0.493942107
cg08212459,0.030526829
cg08662919,-0.032322384
cg27300575,-0.186010205
cg00689383,-0.0170681
cg01224972,0.092310293
cg04080945,-0.075854427
cg03626038,-0.545398615
cg03909491,0.024160011
cg03917360,0.098044516
cg04817453,0.069853175
cg06736685,-0.232400342
cg08378313,-0.141158521
cg05750171,-0.198750683
cg06197482,-0.111734368
cg06459870,-0.067471905
cg06461219,-0.544014933
cg20140365,0.20360502
cg23783364,0.112686269
cg21510166,0.120863907
cg22063749,-0.006761592
cg22414596,0.004551734
cg22667099,-0.27575686
cg25195795,0.254922867
cg01759800,0.012859527
cg01975510,0.874906982
cg02073955,-0.309794322
cg18221275,0.054334773
cg12923877,0.30902316
cg13581054,-0.096933726
cg13705955,0.003423817
cg14258341,-0.070259047
cg17829569,0.126888068
cg19604874,0.304835722
cg00292639,-0.158644765
cg15546160,-0.008666375
cg15913680,0.176597543
cg12449245,0.137090626
cg12967137,0.004198906
cg13313332,-0.070683094
cg14006844,-0.180874786
cg12830057,0.435922245
cg12965599,-0.09349389
cg13655781,-0.000179108
cg04228573,0.322903409
cg04353319,0.003270907
cg04404159,-0.20351729
cg05506474,-0.044036761
cg06386724,-0.001169925
cg06391468,-0.444432263
cg06493080,1.451140076
cg07493901,-1.057702693
cg15405572,-0.09868336
cg25639084,0.003591662
cg09161688,-0.021773657
