SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Microdipodops megacephalus,Dark kangaroo mouse,Rodentia,Heteromyidae,Microdipodops,5.4,13.4,,,0.168,11.0,305.95
Perognathus amplus,Arizona pocket mouse,Rodentia,Heteromyidae,Perognathus,5.9,11.7,,,,,
Perognathus flavescens,Plains pocket mouse,Rodentia,Heteromyidae,Perognathus,,9.0,0.23013698630137,0.0712328767123288,,,
Perognathus flavus,Silky pocket mouse,Rodentia,Heteromyidae,Perognathus,5.0,8.0,,0.0712328767123288,0.097,8.3,307.75
Perognathus longimembris,Little pocket mouse,Rodentia,Heteromyidae,Perognathus,8.3,8.0,0.413698630136986,0.0602739726027397,0.061,8.5,307.85
Perognathus merriami,Merriam's pocket mouse,Rodentia,Heteromyidae,Perognathus,2.5,8.0,,,,,
Perognathus parvus,Great Basin pocket mouse,Rodentia,Heteromyidae,Perognathus,5.8,20.1,0.273972602739726,0.0657534246575342,0.16,19.2,
Atherurus africanus,African brush-tailed porcupine,Rodentia,Hystricidae,Atherurus,22.9,2750.0,,0.29041095890411,,,
Atherurus macrourus,Asiatic brush-tailed porcupine,Rodentia,Hystricidae,Atherurus,,2000.0,,,,,
Hystrix africaeaustralis,Cape porcupine,Rodentia,Hystricidae,Hystrix,23.1,24000.0,1.04794520547945,0.257534246575342,13.175,11300.0,310.65
Hystrix brachyura,Malayan porcupine,Rodentia,Hystricidae,Hystrix,27.3,8000.0,,0.306849315068493,,,
Hystrix cristata,African porcupine,Rodentia,Hystricidae,Hystrix,28.0,20000.0,1.5,0.180821917808219,,,
Hystrix indica,Indian crested porcupine,Rodentia,Hystricidae,Hystrix,27.1,20000.0,,0.30958904109589,,,
Hystrix pumila,Indonesian porcupine,Rodentia,Hystricidae,Hystrix,9.5,2740.0,,0.306849315068493,,,
Hystrix sumatrae,Sumatran porcupine,Rodentia,Hystricidae,Hystrix,,,,0.306849315068493,,,
Trichys fasciculata,Long-tailed porcupine,Rodentia,Hystricidae,Trichys,10.1,2000.0,,,,,
Acomys cahirinus,Spiny mouse,Rodentia,Muridae,Acomys,5.9,45.2,0.16027397260274,0.104109589041096,0.258,42.0,310.65
Acomys cilicicus,Turkish spiny mouse,Rodentia,Muridae,Acomys,4.0,,,,,,
Acomys minous,Crete spiny mouse,Rodentia,Muridae,Acomys,,62.5,,,,,
Acomys russatus,Golden spiny mouse,Rodentia,Muridae,Acomys,,54.4,0.249315068493151,0.0931506849315069,0.24,55.4,310.45
Acomys wilsoni,Wilson's spiny mouse,Rodentia,Muridae,Acomys,5.6,20.0,,0.106849315068493,,,
Apodemus agrarius,Striped field mouse,Rodentia,Muridae,Apodemus,4.0,21.5,0.208219178082192,0.0602739726027397,0.373,21.2,
Apodemus argenteus,Small Japanese field mouse,Rodentia,Muridae,Apodemus,5.0,,0.167123287671233,,,,
Apodemus flavicollis,Yellow-necked mouse,Rodentia,Muridae,Apodemus,4.5,29.4,0.142465753424658,0.0712328767123288,0.365,28.3,309.85
Apodemus peninsulae,Korean field mouse,Rodentia,Muridae,Apodemus,4.4,32.9,0.141663096,0.0710556164383562,,,
Apodemus speciosus,Large Japanese field mouse,Rodentia,Muridae,Apodemus,5.3,44.0,,,,,
Apodemus sylvaticus,Long-tailed field mouse,Rodentia,Muridae,Apodemus,6.3,23.4,0.186301369863014,0.063013698630137,0.264,23.8,309.85
Arvicanthis niloticus,Nile kusu,Rodentia,Muridae,Arvicanthis,6.7,110.0,0.123287671232877,0.0602739726027397,,,
Chiropodomys gliroides,Pencil-tailed tree mouse,Rodentia,Muridae,Chiropodomys,3.6,29.0,0.276712328767123,0.0547945205479452,,,
Colomys goslingi,African water rat,Rodentia,Muridae,Colomys,3.0,58.5,,,,,
Conilurus penicillatus,Brush-tailed rabbit rat,Rodentia,Muridae,Conilurus,4.5,144.0,,0.0958904109589041,0.908,213.2,309.05
Crateromys heaneyi,Panay crateromys,Rodentia,Muridae,Crateromys,8.8,,,,,,
Crateromys schadenbergi,Luzon bushy-tailed cloud rat,Rodentia,Muridae,Crateromys,,,,,,,
Desmodillus auricularis,Cape short-eared gerbil,Rodentia,Muridae,Desmodillus,6.1,54.5,,0.0794520547945206,0.49,71.9,309.05
Dipodillus campestris,North African gerbil,Rodentia,Muridae,Dipodillus,7.3,28.4,,,,,
Gerbilliscus afra,Cape gerbil,Rodentia,Muridae,Gerbilliscus,5.7,74.8,0.365753424657534,0.063013698630137,1.016,106.5,307.15
Gerbilliscus validus,Southern savanna gerbil,Rodentia,Muridae,Gerbilliscus,5.0,113.0,0.271232876712329,0.0684931506849315,,,
Gerbillus gerbillus,Lesser Egyptian gerbil,Rodentia,Muridae,Gerbillus,5.9,30.0,,,0.237,29.7,310.35
Gerbillus nanus,Baluchistan gerbil,Rodentia,Muridae,Gerbillus,4.5,18.5,0.208333424657534,0.0602739726027397,0.129,29.7,311.95
Gerbillus perpallidus,Pale gerbil,Rodentia,Muridae,Gerbillus,5.5,50.0,,0.0547945205479452,0.261,56.3,
Gerbillus pyramidum,Greater Egyptian gerbil,Rodentia,Muridae,Gerbillus,8.2,37.0,0.201369863013699,0.0575342465753425,0.454,108.5,309.25
Grammomys dolichurus,Woodland mouse,Rodentia,Muridae,Grammomys,4.4,60.0,0.2,0.0657534246575342,,,
Hydromys chrysogaster,Golden-bellied water rat,Rodentia,Muridae,Hydromys,7.3,850.0,0.408219178082192,0.0986301369863014,2.97,900.0,309.75
Lemniscomys barbarus,Barbary striped grass mouse,Rodentia,Muridae,Lemniscomys,4.4,26.2,,,,,
Lemniscomys striatus,Typical striped grass mouse,Rodentia,Muridae,Lemniscomys,4.8,42.3,0.46027397260274,0.0684931506849315,,,
Lenothrix canus,Gray tree rat,Rodentia,Muridae,Lenothrix,3.8,177.0,,,,,
Leporillus conditor,Greater stick-nest rat,Rodentia,Muridae,Leporillus,5.3,332.5,0.63972602739726,0.104109589041096,,,
Mastomys erythroleucus,Guinea multimammate mouse,Rodentia,Muridae,Mastomys,,37.8,0.375342465753425,0.0575342465753425,,,
Meriones crassus,Sundevall's jird,Rodentia,Muridae,Meriones,5.6,35.0,0.195890410958904,0.0602739726027397,,,
Meriones libycus,Libyan jird,Rodentia,Muridae,Meriones,5.2,100.0,0.249315068493151,0.0712328767123288,,,
Meriones meridianus,Mid-day jird,Rodentia,Muridae,Meriones,6.8,53.0,,0.063013698630137,,,
Meriones persicus,Persian jird,Rodentia,Muridae,Meriones,6.0,100.0,,0.0712328767123288,,,
Meriones shawi,Shaw's jird,Rodentia,Muridae,Meriones,,185.0,0.304109589041096,0.0712328767123288,,,
Meriones tamariscinus,Tamarisk jird,Rodentia,Muridae,Meriones,,,,,,,
Meriones unguiculatus,Mongolian jird,Rodentia,Muridae,Meriones,6.3,53.2,0.108219178082192,0.0684931506849315,0.546,64.8,311.35
Meriones vinogradovi,Vinogradov's jird,Rodentia,Muridae,Meriones,6.7,150.0,,0.0602739726027397,,,
Mesembriomys gouldii,Black-footed tree rat,Rodentia,Muridae,Mesembriomys,7.8,900.0,0.194520547945205,0.120547945205479,,,
Mesembriomys macrurus,Golden-backed tree rat,Rodentia,Muridae,Mesembriomys,7.1,268.5,,0.131506849315068,,,
Aethomys namaquensis,Rock mouse,Rodentia,Muridae,Aethomys,4.7,47.6,0.287671233,0.0602739726027397,0.292,62.6,309.95
Micromys minutus,Old World harvest mouse,Rodentia,Muridae,Micromys,3.8,6.0,0.105479452054795,0.0547945205479452,0.201,7.6,311.15
Millardia gleadowi,Sand-colored rat,Rodentia,Muridae,Millardia,4.0,70.0,,,,,
Mus caroli,Ryukyu mouse,Rodentia,Muridae,Mus,,11.2,,0.0575342465753425,,,
Mus cervicolor,Fawn-colored mouse,Rodentia,Muridae,Mus,,17.7,,0.0547945205479452,,,
Mus minutoides,Mouse,Rodentia,Muridae,Mus,4.3,7.2,0.187671233,0.0547945205479452,0.129,8.0,309.45
Mus musculoides,Temminck's mouse,Rodentia,Muridae,Mus,,6.0,,0.0657534246575342,,,
Mus musculus,House mouse,Rodentia,Muridae,Mus,4.0,20.5,0.115068493150685,0.0520547945205479,0.271,18.0,310.05
Mus spicilegus,Mound-building mouse,Rodentia,Muridae,Mus,3.5,,0.283452054794521,,,,
Notomys alexis,Spinifex hopping mouse,Rodentia,Muridae,Notomys,6.4,35.0,0.205479452054795,0.0958904109589041,0.252,32.3,311.15
Notomys aquilo,Northern hopping mouse,Rodentia,Muridae,Notomys,,39.0,,0.145205479452055,,,
Notomys mitchellii,Mitchell's hopping mouse,Rodentia,Muridae,Notomys,5.3,52.0,0.223287671232877,0.101369863013699,,,
Otomys irroratus,Vlei rat,Rodentia,Muridae,Otomys,,146.8,0.236986301369863,0.10958904109589,0.474,102.0,310.75
Pachyuromys duprasi,Fat-tailed gerbil,Rodentia,Muridae,Pachyuromys,8.3,40.0,0.167123287671233,0.0547945205479452,,,
Phloeomys cumingi,Slender-tailed cloud rat,Rodentia,Muridae,Phloeomys,13.6,1750.0,,,,,
Phloeomys pallidus,Northern Luzon slender-tailed cloud rat,Rodentia,Muridae,Phloeomys,10.7,1744.0,,,,,
Pogonomys macrourus,Long-tailed tree mouse,Rodentia,Muridae,Pogonomys,3.1,57.0,,,,,
Praomys tullbergi,Tullberg's rock rat,Rodentia,Muridae,Praomys,5.2,30.0,0.215068493150685,0.0657534246575342,,,
Psammomys obesus,Fat sand rat,Rodentia,Muridae,Psammomys,3.2,212.0,0.273972602739726,0.0657534246575342,,,
Pseudomys australis,Australian native mouse,Rodentia,Muridae,Pseudomys,7.9,65.0,0.445205479452055,0.0849315068493151,,,
Pseudomys chapmani,Western pebble-mound mouse,Rodentia,Muridae,Pseudomys,6.8,12.0,,,,,
Pseudomys fumeus,Smoky mouse,Rodentia,Muridae,Pseudomys,6.5,70.0,,,,,
Pseudomys higginsi,Long-tailed mouse,Rodentia,Muridae,Pseudomys,,60.1,0.742465753424657,0.0876712328767123,,,
Pseudomys laborifex,Kimberly mouse,Rodentia,Muridae,Pseudomys,6.9,12.0,,,,,
Pseudomys shortridgei,Heath mouse,Rodentia,Muridae,Pseudomys,6.0,64.0,0.917808219178082,,,,
Rattus fuscipes,Bush rat,Rodentia,Muridae,Rattus,5.3,130.0,0.26986301369863,0.0712328767123288,0.471,76.0,310.65
Rattus lutreolus,Australian swamp rat,Rodentia,Muridae,Rattus,4.4,115.0,0.216438356164384,0.073972602739726,0.353,109.0,309.85
Rattus norvegicus,Norway rat,Rodentia,Muridae,Rattus,3.8,300.0,0.219178082191781,0.0575342465753425,1.404,206.9,310.25
Rattus norvegicus domestica,Norway rat,Rodentia,Muridae,Rattus,3.8,300.0,0.219178082191781,0.0575342465753425,1.404,206.9,310.25
Rattus rattus,Rat,Rodentia,Muridae,Rattus,4.2,200.0,0.276712328767123,0.0602739726027397,0.77,117.0,311.15
Rhabdomys pumilio,Four-striped grass mouse,Rodentia,Muridae,Rhabdomys,4.5,51.0,0.145205479,0.0684931506849315,0.179,39.6,310.15
Rhombomys opimus,Great gerbil,Rodentia,Muridae,Rhombomys,4.5,285.0,0.287671232876712,0.0767123287671233,,,
Sekeetamys calurus,Bushy-tailed jird,Rodentia,Muridae,Sekeetamys,7.3,65.0,,,0.274,63.6,310.65
Sundamys muelleri,Mueller's giant Sunda rat,Rodentia,Muridae,Sundamys,2.0,334.0,,,,,
Tatera indica,Indian gerbil,Rodentia,Muridae,Tatera,7.0,146.7,0.23013698630137,0.0712328767123288,0.422,86.9,309.15
Taterillus gracilis,Slender gerbil,Rodentia,Muridae,Taterillus,,51.9,0.249315068493151,0.0712328767123288,,,
Thallomys paedulcus,Acacia rat,Rodentia,Muridae,Thallomys,3.5,80.0,0.298630136986301,0.0712328767123288,0.487,132.4,309.85
Thamnomys venustus,Thicket rat,Rodentia,Muridae,Thamnomys,,65.0,0.227397260273973,0.0657534246575342,,,
Zelotomys woosnami,South African broad-headed mouse,Rodentia,Muridae,Zelotomys,,54.5,,0.0849315068493151,,,
Zyzomys argurus,Common rock rat,Rodentia,Muridae,Zyzomys,,50.0,0.424821917808219,0.0821917808219178,,,
Zyzomys palatilis,Carpentarian rock rat,Rodentia,Muridae,Zyzomys,6.2,123.0,,,,,
Zyzomys pedunculatus,Central rock rat,Rodentia,Muridae,Zyzomys,7.5,100.0,,,,,
Myocastor coypus,Nutria,Rodentia,Myocastoridae,Myocastor,8.5,7850.0,0.416438356164384,0.358904109589041,,,307.75
Cricetomys emini,Giant rat,Rodentia,Nesomyidae,Cricetomys,7.4,1300.0,,,,,
Cricetomys gambianus,Gambian rat,Rodentia,Nesomyidae,Cricetomys,8.4,1500.0,0.432876712328767,0.0931506849315069,6.024,1686.7,308.75
Dendromus melanotis,Gray climbing mouse,Rodentia,Nesomyidae,Dendromus,4.2,7.4,,0.0684931506849315,,,
Dendromus mesomelas,Brant's climbing mouse,Rodentia,Nesomyidae,Dendromus,3.3,13.0,,,,,
Hypogeomys antimena,Malagasy giant rat,Rodentia,Nesomyidae,Hypogeomys,12.6,1250.0,1.5,0.328767123287671,,,
Mystromys albicaudatus,White-tailed mouse,Rodentia,Nesomyidae,Mystromys,6.3,106.0,0.298630136986301,0.104109589041096,0.707,93.8,306.15
Saccostomus campestris,Pouched mouse,Rodentia,Nesomyidae,Saccostomus,4.5,47.4,0.123287671232877,0.0575342465753425,0.274,68.1,308.45
Steatomys pratensis,Fat mouse,Rodentia,Nesomyidae,Steatomys,,25.5,,,0.105,37.5,307.25
Octodon degus,Degu,Rodentia,Octodontidae,Octodon,14.0,235.0,0.498630136986301,0.246575342465753,0.958,199.6,310.75
Octodontomys gliroides,Mountain degu,Rodentia,Octodontidae,Octodontomys,7.3,158.0,,0.284931506849315,0.715,154.1,310.35
Spalacopus cyanus,Coruro,Rodentia,Octodontidae,Spalacopus,10.8,98.0,,0.219178082191781,0.561,126.2,309.65
Pedetes capensis,Springhare,Rodentia,Pedetidae,Pedetes,20.0,3500.0,2.83287671232877,0.219178082191781,4.427,2300.0,309.05
Petromus typicus,Dassie rat,Rodentia,Petromuridae,Petromus,,200.0,,,,,
Platacanthomys lasiurus,Malabar spiny dormouse,Rodentia,Platacanthomyidae,Platacanthomys,1.7,75.0,,,,,
Ammospermophilus harrisii,Harris's antelope squirrel,Rodentia,Sciuridae,Ammospermophilus,10.6,126.0,0.873972602739726,0.0821917808219178,,,
Ammospermophilus leucurus,White-tailed antelope squirrel,Rodentia,Sciuridae,Ammospermophilus,11.2,105.0,1.0,0.0794520547945206,0.511,94.1,310.65
Ammospermophilus nelsoni,Nelson's antelope squirrel,Rodentia,Sciuridae,Ammospermophilus,5.5,154.5,1.03443835616438,0.0712328767123288,,,
Atlantoxerus getulus,Barbary ground squirrel,Rodentia,Sciuridae,Atlantoxerus,9.0,400.0,,,,,
Callosciurus adamsi,Ear-spot squirrel,Rodentia,Sciuridae,Callosciurus,,134.5,,,,,
Callosciurus caniceps,Gray-bellied squirrel,Rodentia,Sciuridae,Callosciurus,13.7,257.0,,,,,
Callosciurus erythraeus,Pallas's squirrel,Rodentia,Sciuridae,Callosciurus,17.0,272.0,,,,,
Callosciurus finlaysonii,Finlayson's squirrel,Rodentia,Sciuridae,Callosciurus,12.8,,,,,,
Callosciurus notatus,Plantain squirrel,Rodentia,Sciuridae,Callosciurus,14.8,190.0,1.13380821917808,,,,
Callosciurus prevostii,Prevost's squirrel,Rodentia,Sciuridae,Callosciurus,21.1,400.0,,0.131506849315068,,,
Callospermophilus lateralis,Golden-mantled ground squirrel,Rodentia,Sciuridae,Callospermophilus,10.4,157.6,1.74520547945205,0.0821917808219178,0.967,249.6,309.45
Callospermophilus saturatus,Cascade golden-mantled ground squirrel,Rodentia,Sciuridae,Callospermophilus,4.0,275.0,0.917808219,0.0767123287671233,0.849,256.6,
Cynomys gunnisoni,Gunnison's prairie dog,Rodentia,Sciuridae,Cynomys,,900.0,1.0,0.0821917808219178,,,
Cynomys ludovicianus,Black-tailed prairie dog,Rodentia,Sciuridae,Cynomys,11.0,1125.0,2.0,0.0821917808219178,2.358,1112.3,
Dremomys lokriah,Orange-bellied Himalayan squirrel,Rodentia,Sciuridae,Dremomys,7.1,172.5,,,,,
Funambulus palmarum,Indian palm squirrel,Rodentia,Sciuridae,Funambulus,,100.0,,0.0931506849315069,,,
Funambulus pennantii,Northern palm squirrel,Rodentia,Sciuridae,Funambulus,,147.7,0.745205479452055,0.10958904109589,,,
Funisciurus anerythrus,Thomas's rope squirrel,Rodentia,Sciuridae,Funisciurus,10.0,218.0,,,0.58,63.0,
Funisciurus congicus,Congo rope squirrel,Rodentia,Sciuridae,Funisciurus,9.5,106.0,,0.142465753424658,0.533,112.3,312.45
Funisciurus pyrropus,Fire-footed rope squirrel,Rodentia,Sciuridae,Funisciurus,9.5,271.7,,,,,
Funisciurus substriatus,Kintampo rope squirrel,Rodentia,Sciuridae,Funisciurus,,186.0,,,,,
Glaucomys sabrinus,Northern flying squirrel,Rodentia,Sciuridae,Glaucomys,14.2,149.0,0.575342465753425,0.10958904109589,,,
Glaucomys volans,Southern flying squirrel,Rodentia,Sciuridae,Glaucomys,19.0,65.4,0.575342465753425,0.10958904109589,0.414,67.4,312.15
Heliosciurus rufobrachium,Red-legged sun squirrel,Rodentia,Sciuridae,Heliosciurus,8.7,326.5,,,0.744,230.0,309.15
Ictidomys tridecemlineatus,Thirteen-lined ground squirrel,Rodentia,Sciuridae,Ictidomys,7.9,172.7,0.793150684931507,0.0767123287671233,0.983,198.4,308.85
Lariscus insignis,Three-striped ground squirrel,Rodentia,Sciuridae,Lariscus,,175.0,,,,,
Marmota bobak,Bobak marmot,Rodentia,Sciuridae,Marmota,15.0,7300.0,3.0,0.10958904109589,,,
Marmota caligata,Hoary marmot,Rodentia,Sciuridae,Marmota,12.1,4300.0,2.48767123287671,0.0794520547945206,,,
Marmota flaviventris,Yellow-bellied marmot,Rodentia,Sciuridae,Marmota,21.2,3500.0,2.0,0.0821917808219178,8.626,4295.0,309.65
Marmota marmota,Alpine marmot,Rodentia,Sciuridae,Marmota,17.4,3500.0,2.0,0.0958904109589041,,,
Marmota monax,Woodchuck,Rodentia,Sciuridae,Marmota,14.0,4000.0,1.5013698630137,0.0876712328767123,3.696,2650.0,310.15
Marmota vancouverensis,Vancouver marmot,Rodentia,Sciuridae,Marmota,12.1,4750.0,3.24931506849315,0.0821917808219178,,,
Otospermophilus variegatus,Rock squirrel,Rodentia,Sciuridae,Otospermophilus,9.8,663.0,,0.0821917808219178,,,
Paraxerus cepapi,Smith's bush squirrel,Rodentia,Sciuridae,Paraxerus,,216.0,0.506849315068493,0.156164383561644,0.811,223.6,312.25
Paraxerus poensis,Green bush squirrel,Rodentia,Sciuridae,Paraxerus,,134.0,0.350684931506849,0.150684931506849,,,
Petaurista alborufus,Red and white giant flying squirrel,Rodentia,Sciuridae,Petaurista,21.4,1700.0,,,,,
Petaurista leucogenys,Japanese giant flying squirrel,Rodentia,Sciuridae,Petaurista,19.2,1650.0,,,,,
Petaurista magnificus,Hodgson's giant flying squirrel,Rodentia,Sciuridae,Petaurista,,1780.0,,,,,
Petaurista petaurista,Red giant flying squirrel,Rodentia,Sciuridae,Petaurista,16.0,1750.0,,0.123287671232877,,,
Petaurista philippensis,Indian giant flying squirrel,Rodentia,Sciuridae,Petaurista,,1652.0,,0.126027397260274,,,
Poliocitellus franklinii,Franklin's ground squirrel,Rodentia,Sciuridae,Poliocitellus,7.2,459.0,0.895890410958904,0.0767123287671233,2.19,607.0,
Pteromys momonga,Japanese flying squirrel,Rodentia,Sciuridae,Pteromys,,,,,,,
Pteromys volans,Siberian flying squirrel,Rodentia,Sciuridae,Pteromys,11.4,130.0,,0.0821917808219178,,,
Ratufa affinis,Pale giant squirrel,Rodentia,Sciuridae,Ratufa,,1187.5,,,,,
Ratufa bicolor,Black giant squirrel,Rodentia,Sciuridae,Ratufa,19.0,2000.0,2.95342465753425,0.0876712328767123,,,
Ratufa indica,Indian giant squirrel,Rodentia,Sciuridae,Ratufa,20.0,2000.0,,0.23013698630137,,,
Sciurotamias davidianus,Pere David's rock squirrel,Rodentia,Sciuridae,Sciurotamias,,,,,,,
Sciurus aberti,Abert's squirrel,Rodentia,Sciuridae,Sciurus,,702.5,0.895890410958904,0.117808219178082,2.402,624.0,313.85
Sciurus aestuans,Guianan squirrel,Rodentia,Sciuridae,Sciurus,,185.0,,,,,
Sciurus aureogaster,Red-bellied squirrel,Rodentia,Sciuridae,Sciurus,11.5,600.0,,,,,
Sciurus carolinensis,Eastern gray squirrel,Rodentia,Sciuridae,Sciurus,23.6,533.0,1.01917808219178,0.120547945205479,2.062,440.0,311.85
Sciurus deppei,Deppe's squirrel,Rodentia,Sciuridae,Sciurus,,190.0,,,,,
Sciurus granatensis,Red-tailed squirrel,Rodentia,Sciuridae,Sciurus,11.5,374.0,,,,,
Sciurus griseus,Western gray squirrel,Rodentia,Sciuridae,Sciurus,,425.0,0.873972602739726,0.120547945205479,,,
Sciurus ignitus,Bolivian squirrel,Rodentia,Sciuridae,Sciurus,,190.0,,,,,
Sciurus lis,Japanese squirrel,Rodentia,Sciuridae,Sciurus,,264.0,,,,,
Sciurus niger,Eastern fox squirrel,Rodentia,Sciuridae,Sciurus,16.0,800.0,0.967123287671233,0.120547945205479,,,
Sciurus stramineus,Guayaquil squirrel,Rodentia,Sciuridae,Sciurus,,433.3,,,,,
Sciurus variegatoides,Variegated squirrel,Rodentia,Sciuridae,Sciurus,15.1,485.0,,,,,
Sciurus vulgaris,Eurasian red squirrel,Rodentia,Sciuridae,Sciurus,14.8,600.0,0.843835616438356,0.104109589041096,,,
Spermophilus citellus,European ground squirrel,Rodentia,Sciuridae,Spermophilus,6.7,217.0,0.86027397260274,0.073972602739726,1.272,240.0,310.65
Spermophilus pygmaeus,Little ground squirrel,Rodentia,Sciuridae,Spermophilus,7.1,136.0,,0.073972602739726,,,
Sundasciurus hippurus,Horse-tailed squirrel,Rodentia,Sciuridae,Sundasciurus,14.0,312.5,,,,,
Sundasciurus lowii,Low's squirrel,Rodentia,Sciuridae,Sundasciurus,11.1,67.0,,,,,
Sundasciurus tenuis,Slender squirrel,Rodentia,Sciuridae,Sundasciurus,10.0,75.0,,,,,
Tamias amoenus,Yellow-pine chipmunk,Rodentia,Sciuridae,Tamias,5.2,48.2,1.0,0.0821917808219178,0.5,55.7,310.15
Tamias dorsalis,Cliff chipmunk,Rodentia,Sciuridae,Tamias,12.6,62.8,,0.0821917808219178,,,
Tamias minimus,Least chipmunk,Rodentia,Sciuridae,Tamias,10.0,44.1,1.0,0.0821917808219178,0.349,49.3,310.15
Tamias quadrimaculatus,Long-eared chipmunk,Rodentia,Sciuridae,Tamias,,86.5,0.928767123287671,0.0849315068493151,,,
Tamias quadrivittatus,Colorado chipmunk,Rodentia,Sciuridae,Tamias,,70.0,0.873972602739726,0.0849315068493151,,,
Tamias ruficaudus,Red-tailed chipmunk,Rodentia,Sciuridae,Tamias,8.0,75.0,0.917808219178082,0.0849315068493151,,,
Tamias sibiricus,Siberian chipmunk,Rodentia,Sciuridae,Tamias,9.6,85.0,0.958904109589041,0.0958904109589041,,,
Tamias striatus,Eastern chipmunk,Rodentia,Sciuridae,Tamias,9.5,96.0,0.568493150684932,0.0849315068493151,0.813,89.6,311.35
Tamias townsendii,Townsend's chipmunk,Rodentia,Sciuridae,Tamias,9.3,75.0,0.967123287671233,0.0767123287671233,,,
Tamiasciurus hudsonicus,Red squirrel,Rodentia,Sciuridae,Tamiasciurus,9.8,200.0,0.936986301369863,0.101369863013699,1.615,219.6,311.85
Trogopterus xanthipes,Complex-toothed flying squirrel,Rodentia,Sciuridae,Trogopterus,12.0,,1.83287671232877,0.219178082191781,,,
Urocitellus beldingi,Belding's ground squirrel,Rodentia,Sciuridae,Urocitellus,,290.0,1.24931506849315,0.0712328767123288,0.796,293.7,308.65
Urocitellus richardsonii,Richardson's ground squirrel,Rodentia,Sciuridae,Urocitellus,,342.5,0.917808219178082,0.0657534246575342,0.788,266.3,308.58
Xerospermophilus mohavensis,Mohave ground squirrel,Rodentia,Sciuridae,Xerospermophilus,7.8,150.0,,0.0657534246575342,0.629,240.0,310.15
Xerospermophilus tereticaudus,Round-tailed ground squirrel,Rodentia,Sciuridae,Xerospermophilus,8.9,163.3,0.89041095890411,0.0767123287671233,0.501,125.1,309.45
Xerus erythropus,Striped ground squirrel,Rodentia,Sciuridae,Xerus,10.3,600.0,1.0,0.194520547945205,,,
Xerus inauris,South African ground squirrel,Rodentia,Sciuridae,Xerus,11.5,588.0,1.0,0.123287671232877,1.775,528.5,309.95
Cannomys badius,Lesser bamboo rat,Rodentia,Spalacidae,Cannomys,4.8,650.0,,0.115068493150685,0.96,344.0,309.15
Rhizomys sumatrensis,Large bamboo rat,Rodentia,Spalacidae,Rhizomys,,3000.0,,0.0602739726027397,,,
Spalax ehrenbergi,Palestine mole rat,Rodentia,Spalacidae,Spalax,20.2,160.0,1.66666575342466,0.0931506849315069,0.585,133.8,308.7
Tachyoryctes splendens,East African mole rat,Rodentia,Spalacidae,Tachyoryctes,,220.0,0.452054794520548,0.10958904109589,0.856,197.0,309.05
Thryonomys swinderianus,Greater cane rat,Rodentia,Thryonomyidae,Thryonomys,5.4,6600.0,1.0,0.424657534246575,,,
Ptilocercus lowii,Pen-tailed tree shrew,Scandentia,Ptilocercidae,Ptilocercus,2.7,42.5,,,0.24,57.5,308.85
Tupaia belangeri,Northern tree shrew,Scandentia,Tupaiidae,Tupaia,11.1,200.0,0.375,0.126027397260274,,,311.95
Tupaia glis,Common tree shrew,Scandentia,Tupaiidae,Tupaia,12.4,200.0,0.246575342465753,0.126027397260274,0.522,123.0,310.15
Tupaia minor,Pygmy tree shrew,Scandentia,Tupaiidae,Tupaia,12.2,58.6,,,,,
Tupaia tana,Large tree shrew,Scandentia,Tupaiidae,Tupaia,11.6,197.8,0.310787671232876,0.12875799086758,,,
Urogale everetti,Mindanao tree shrew,Scandentia,Tupaiidae,Urogale,11.5,350.0,,0.150684931506849,1.25,260.6,309.15
Dugong dugon,Dugong,Sirenia,Dugongidae,Dugong,73.0,360000.0,9.50684931506849,1.02465753424658,,,306.15
Trichechus inunguis,Amazonian manatee,Sirenia,Trichechidae,Trichechus,40.0,480000.0,3.0027397260274,0.898630136986301,55.015,167594.0,
Trichechus manatus,West Indian manatee,Sirenia,Trichechidae,Trichechus,69.0,467324.83,3.0013698630137,0.917808219178082,70.0056,450000.0,
Solenodon cubanus,Cuban solenodon,Eulipotyphla,Solenodontidae,Solenodon,6.5,1000.0,,,,,
Solenodon paradoxus,Hispaniolan solenodon,Eulipotyphla,Solenodontidae,Solenodon,12.1,1000.0,2.26764383561644,0.136986301369863,,,
Blarina brevicauda,Northern short-tailed shrew,Eulipotyphla,Soricidae,Blarina,2.2,21.6,0.152054794520548,0.0465753424657534,0.344,20.9,
Blarina hylophaga,Elliot's short-tailed shrew,Eulipotyphla,Soricidae,Blarina,2.8,14.5,0.172602739726027,0.063013698630137,,,
Crocidura flavescens,Greater red musk shrew,Eulipotyphla,Soricidae,Crocidura,2.2,45.0,,0.0684931506849315,0.248,33.2,
Crocidura leucodon,Bicolored shrew,Eulipotyphla,Soricidae,Crocidura,2.9,11.0,0.26027397260274,0.0821917808219178,0.166,11.7,308.15
Crocidura russula,White-toothed shrew,Eulipotyphla,Soricidae,Crocidura,4.0,11.6,0.205479452054795,0.0794520547945206,0.143,10.8,307.85
Crocidura suaveolens,Lesser shrew,Eulipotyphla,Soricidae,Crocidura,2.8,7.7,0.73972602739726,0.073972602739726,0.112,6.9,308.25
