CGid,coef
cg11160393,-0.000238263
cg11215098,3.32e-06
cg11217865,-0.00584132
cg11235379,0.107546722
cg11251514,-0.033284821
cg11275232,0.23283098
cg11276577,-0.071035118
cg11327514,-0.035146833
cg11438204,0.449916169
cg11480265,-0.042846346
cg11488183,-0.055917172
cg11498355,-0.03166833
cg11514832,0.033804912
cg11516694,-0.041413538
cg11610869,0.028718373
cg11614630,0.077460709
cg11664765,0.098578016
cg11666770,0.00254153
cg11677981,0.061204522
cg11690941,0.115009097
cg11700079,0.150266491
cg11728741,0.201558694
cg11765970,-0.02297533
cg11803466,-0.166794264
cg11857072,-0.075030998
cg11904056,0.210083826
cg11948733,-0.09410502
cg11978813,-0.04369953
cg12156848,0.145222051
cg12201500,-0.000199577
cg12289045,0.025611486
cg12289788,0.150183514
cg12307242,0.060451006
cg12314723,-0.045197069
cg12325485,-0.049589466
cg12338698,-0.176506002
cg12373771,0.199846017
cg12382554,-0.04842871
cg12421693,0.008043911
cg12425327,0.004379692
cg12428891,0.013994006
cg12449245,0.124086526
cg12459916,0.000668363
cg12460432,-0.04552461
cg12492738,0.016728417
cg12501063,-0.162721611
cg12564910,0.022099875
cg12577973,0.009197342
cg12642246,0.085836748
cg12651099,0.113960561
cg12685265,0.178520639
cg12713245,-0.089356963
cg12721805,0.036616803
cg12722365,0.052229921
cg12733826,0.006594614
cg12761282,0.00805726
cg12813831,0.072547899
cg12815291,0.033550484
cg12818872,0.07716034
cg12830057,0.11119714
cg12841266,0.468898146
cg12879445,0.153740653
cg12880090,-0.103886945
cg12896068,0.069144007
cg12923877,0.406170665
cg12933950,-0.001822566
cg12942661,0.015511967
cg12965599,-0.05713607
cg12973326,-0.000286563
cg12981876,-0.021387704
cg13006563,0.106674583
cg13058338,0.302281469
cg13068315,-0.076510871
cg13087210,0.019254469
cg13151063,0.076046679
cg13153497,-0.038621079
cg13160087,0.076054887
cg13188467,-0.033961321
cg13242392,-0.658760922
cg13275239,-0.028503594
cg13343102,-0.006973368
cg13379618,0.000205347
cg13383038,-0.007110823
cg13400013,0.000642869
cg13532184,0.050780143
cg13589316,-0.024016947
cg13608832,-0.002692195
cg13609316,-0.021146231
cg13655781,-0.057980838
cg13702222,-0.121683963
cg13761591,0.134534113
cg13802785,0.175239887
cg13830021,-0.03237669
cg13851328,-0.011317945
cg13884903,-0.020089975
cg13916600,0.284185935
cg13935553,-0.02827456
cg13935834,0.037263243
cg13953571,0.079719791
cg14002724,0.003765222
cg14045036,-0.005173044
cg14056866,-0.004776292
cg14136214,-0.035231071
cg14155184,-0.001737025
cg14172937,-0.105931544
cg14237002,-0.207969983
cg14297772,-0.064508803
cg14299268,0.047005762
cg14322760,0.004394268
cg14334315,-0.058145483
cg14361627,0.008237039
cg14361875,-0.032572695
cg14381350,0.028072859
cg14443903,-0.103686704
cg14498322,-0.054456262
cg14517144,0.126461345
cg14548925,-0.057645196
cg14551953,0.002009695
cg14565725,-0.011076916
cg14640670,-0.004702758
cg14656600,-0.001148008
cg14666740,0.061125706
cg14668921,0.004469061
cg14676280,-0.138291862
cg14701342,0.025217848
cg14728312,0.063525432
cg14738500,0.023315556
cg14762358,-0.047473356
cg14794469,-0.08514724
cg14821110,-0.007301303
cg14865782,-0.022718582
cg14903956,-0.111425701
cg14919591,-0.290249893
cg14991111,0.040279155
cg15006148,-0.000973121
cg15009537,0.02664257
cg15030317,-0.012323883
cg15094970,0.004329447
cg15168457,0.230283185
cg15171944,0.00085034
cg15237969,-0.031452126
cg15254020,0.027396999
cg15298634,-2.91e-05
cg15330117,-0.0685643
cg15340018,0.127472117
cg15343536,0.107842832
cg15391310,2.2e-05
cg15405572,-0.019221447
cg15408728,-0.096953158
cg15426572,-0.000552955
cg15437942,0.049477061
cg15471501,0.092334243
cg15511156,-0.013374007
cg15571405,-0.019370151
cg15701287,-0.072684111
cg15726426,0.020989726
cg15746205,-0.051515946
cg15804249,0.053462226
cg15809488,-0.225806446
cg15809618,-0.005317382
cg15813523,-0.00869009
cg15828158,-0.001222767
cg15913680,0.026140797
cg15991909,-0.050439903
cg16011662,-0.006363724
cg16095149,-0.00199108
cg16100840,0.013465617
cg16118197,0.003204089
cg16154416,-0.002024283
cg16159306,-0.036606141
cg16278638,-0.030811809
cg16286672,-0.034146123
cg16296826,-0.023985575
cg16356803,0.122298339
cg16376499,-0.248883104
cg16378867,-0.033135839
cg16391501,0.030968394
cg16437032,0.002837008
cg16454989,-0.008665484
cg16486681,-0.041432956
cg16542942,0.014174841
cg16550733,1.61e-05
cg16571746,0.022568122
cg16582309,0.108058328
cg16591739,-0.013488214
cg16599143,0.003493221
cg16624401,-0.025830837
cg16671155,-0.070003096
cg16717607,-0.011711195
cg16745091,0.094461788
cg16756969,-0.008034885
cg16764906,0.020814855
cg16848873,-0.018308559
cg16853731,-0.005511473
cg16867657,0.10393954
cg16886381,-0.025650263
cg17114460,0.01664183
cg17116410,0.058502155
cg17139066,-0.087614936
cg17213306,0.009828545
cg17251355,0.02076741
cg17266282,0.003965565
cg17267107,0.08512332
cg17311369,-0.017594667
cg17318138,-0.001754638
cg17356452,9.48e-05
cg17357006,0.015169366
cg17425418,-0.137266488
cg17437489,-0.073398172
cg17458251,-0.006390369
cg17504468,-0.004365077
cg17516812,-0.014273643
cg17604804,-0.043960398
cg17656607,0.015765194
cg17668518,0.030026861
cg17708456,0.055027367
cg17718834,0.032029928
cg17769560,-0.000220138
cg17776554,0.108330274
cg17783618,0.000174391
cg17818266,-0.016972799
cg17819031,0.001732605
cg17829569,0.037276802
cg17856858,-0.057663434
cg17905888,-4.58e-05
cg17986111,-0.21436639
cg18024395,-0.003985585
cg18060631,-0.110467548
cg18093751,-0.015757366
cg18094982,0.048230597
cg18168101,-0.082257755
cg18223258,-0.066451955
cg18281552,-0.030558565
cg18304538,0.209153012
cg18349747,0.021524322
cg18368305,-0.024403293
cg18419637,-0.200546657
cg18433728,-0.142364205
cg18481180,-0.015343677
cg18502834,-0.355206357
cg18526971,-0.142252854
cg18535797,0.013694948
cg18543660,0.047140321
cg18577444,-0.051350887
cg18635807,-0.025987816
cg18684142,-0.001517616
cg18691948,0.05016333
cg18787121,0.058768732
cg18814344,-0.029871407
cg18894136,-0.0029695
cg18918349,-0.325181027
cg18955753,-0.806855502
cg18961151,-0.032919858
cg18963985,-0.39825672
cg19017031,-0.310875694
cg19051359,0.028029867
cg19054310,-0.021146196
cg19090691,-0.029490256
cg19109204,-0.117021611
cg19134574,0.195597876
cg19195912,-0.136313614
cg19291010,-0.112876048
cg19291109,-0.17868243
cg19296119,-0.007126386
cg19296935,0.090043244
cg19319735,0.099561153
cg19342019,0.006902503
cg19361075,-0.022083948
cg19384462,-0.000848333
cg19411464,-0.036400136
cg19425332,-0.014870782
cg19513247,-0.246648979
cg19561061,-0.000685495
cg19573972,-0.004594839
cg19584582,-0.165340588
cg19591642,-0.148587686
cg19604874,0.20172422
cg19614548,0.083899511
cg19663246,-0.109630883
cg19692957,0.016905248
cg19707231,-0.118124274
cg19711579,0.086819319
cg19756587,0.01070489
cg19812206,0.103233243
cg19854621,-0.02281272
cg19891210,-0.045826303
cg19912994,0.113125304
cg19927064,0.499713498
cg19931377,-0.038987411
cg19981759,0.106598551
cg20023049,0.00073896
cg20025209,-0.006134412
cg20033770,0.018482233
cg20049544,-0.044897523
cg20076842,-0.052299545
cg20083419,-0.040762378
cg20100200,0.056578028
cg20194417,0.015584833
cg20212950,-0.326965365
cg20221627,-0.387823943
cg20306751,-0.329608183
cg20334331,5.1e-06
cg20345626,-0.014010139
cg20370622,0.250081581
cg20422755,-0.070184034
cg20424997,0.165044824
cg20432508,0.137178144
cg20452275,-0.000245457
cg20483513,-0.038129911
cg20527060,-0.003205307
cg20565386,0.046997436
cg20583171,0.003947228
cg20615601,-0.155652468
cg20635820,0.093441118
cg20705693,-0.130463732
cg20766695,0.430661937
cg20804050,-0.410231197
cg20865948,-0.016083107
cg20867091,-0.005345927
cg20884304,0.04754882
cg20895555,-0.232369006
cg21030623,0.170919872
cg21089733,-0.006585158
cg21102477,-0.03769471
cg21126148,0.02242612
cg21180487,0.027751492
cg21246299,-0.020862072
cg21278764,-0.027436899
cg21351544,0.108055523
cg21390586,-0.029650148
cg21509426,-0.003749767
cg21510166,0.00463972
cg21513836,-0.001136062
cg21590845,-0.027315258
cg21602520,-0.029845906
cg21608448,0.04109936
cg21617338,0.073829325
cg21633990,0.010667986
cg21703944,-0.120083957
cg21839725,0.028272873
cg21847954,-0.002589985
cg21907062,0.178163952
cg22040809,-3.89e-05
cg22057106,-0.129713946
cg22067905,0.167199443
cg22069272,-0.076681466
cg22100382,0.066634267
cg22122198,0.012861075
cg22144210,0.076098271
cg22146484,-0.208264358
cg22204849,-0.061520178
cg22212874,-0.007693704
cg22234802,-0.181007537
cg22267613,-0.100028464
cg22338839,-0.27893221
cg22354333,-0.310264817
cg22380921,-0.081145751
cg22409694,0.019212292
cg22416332,-0.080980926
cg22432362,0.087306049
cg22454769,0.059316456
cg22588813,0.053902284
cg22661680,-0.105926618
cg22673296,-0.009805465
cg22703759,-0.029280695
cg22710034,-0.037207149
cg22805522,0.062885779
cg22882174,0.064524491
cg22901671,-0.022459391
cg22903204,0.013940128
cg22914193,-0.000212958
cg22943590,-0.115546163
cg23076498,0.002058465
cg23087015,0.294324742
cg23088328,0.057521826
cg23089474,0.35836149
cg23108693,-0.01793337
cg23120731,-0.017842342
cg23148651,0.165415598
cg23183090,-0.033949768
cg23272565,0.036808152
cg23287176,0.016106371
cg23298936,0.000374762
cg23314464,0.002465969
cg23337318,0.123154136
cg23344477,-0.047520685
cg23405931,0.000649456
cg23415880,0.154549033
cg23423329,-0.045249336
cg23449696,0.101267265
cg23510032,-0.089145078
cg23567910,0.044408355
cg23573900,0.011968938
cg23646867,0.031537872
cg23752476,0.009113496
cg23778391,-0.118417685
cg23783364,0.049167972
cg23940242,-0.028748
cg23948922,-0.09690135
cg23985931,0.22094267
cg23998570,-0.044892504
cg24024857,-0.198250856
cg24055081,-0.095379443
cg24087602,-0.08416399
cg24104506,0.001033712
cg24352905,0.509274972
cg24393114,0.073844273
cg24434315,0.005007768
cg24488281,-0.121955062
cg24504442,0.194803463
cg24551749,0.028108724
cg24557436,0.065404134
cg24580312,0.000265712
cg24597392,0.180382833
cg24615318,-0.018397649
cg24653269,-0.10026128
cg24866378,-0.062429257
cg24866418,0.312536745
cg24924928,0.072277747
cg24927890,-0.05302626
cg24952195,0.065856574
cg24975211,-0.008658588
cg25047480,0.159832314
cg25055739,-0.042345772
cg25108269,-0.043015876
cg25139325,-0.42765557
cg25140691,0.0033839
cg25184118,-0.108871608
cg25184464,-0.011889066
cg25195795,0.076087466
cg25217825,0.003216797
cg25229850,-0.060918021
cg25278124,0.159114903
cg25368206,0.016105737
cg25381383,0.041631536
cg25410683,-0.085329616
cg25430089,-0.020268953
cg25467897,-0.140293455
cg25518911,-0.010182216
cg25615279,-0.00280266
cg25622623,0.18092974
cg25639084,5.24e-05
cg25649550,0.011325588
cg25651791,-0.010173533
cg25662803,0.009361139
cg25687751,-0.184949697
cg25694286,0.03906294
cg25699407,0.016269336
cg25731502,-0.046427291
cg25771548,-0.02646563
cg25805807,-0.320456857
cg25824158,-0.019594811
cg25905455,-0.048321972
cg25906744,0.025919774
cg25950871,-0.269582056
cg25960060,-0.125528889
cg26032884,0.004237064
cg26045960,-0.030939129
cg26062663,-0.024188218
cg26067250,0.202248114
cg26072749,-0.07771169
cg26102159,-0.050198557
cg26120306,-0.110019428
cg26234822,-0.055126606
cg26260350,0.07759569
cg26275174,-6.6e-06
cg26363341,0.06259674
cg26420776,0.038035306
cg26425570,-0.013206227
cg26474314,0.045734696
cg26476447,-0.242123005
cg26512254,0.693059678
cg26581729,-0.127904686
cg26594414,-0.024796396
cg26598122,-0.1126144
cg26603143,-0.077328235
cg26616379,-0.424801411
cg26709300,-0.065382425
cg26781330,0.006896698
cg26844246,0.208010479
cg26845017,-0.036741219
cg26845448,0.023735756
cg26869371,-0.053183747
cg26885075,-0.001695069
cg26917960,0.000871896
cg26920416,0.061176379
cg26957053,0.014348496
cg26973693,0.033974607
cg26989456,-0.00046464
cg27035369,-0.031690947
cg27096599,0.017054725
cg27201382,0.523617881
cg27208859,0.046076245
cg27228973,-0.099499472
cg27242082,0.013757625
cg27275508,-0.000925784
cg27291552,-0.012516233
cg27291660,0.025200246
cg27294582,-0.036941452
cg27299745,-0.022374323
cg27300575,-0.06230598
cg27430422,0.21164923
cg27492942,-0.026234893
cg27547112,0.02947715
cg27593991,-0.088300422
cg27637521,0.008219951
